TransactionID,Timestamp,Amount,MerchantID,CustomerID,IsInternational,TransactionType,TimeSinceLastTransaction,IsFraud
TX000764,1696118620.0,372.2883833916841,MERCH016,CUST0001,0.0,Withdrawal,9.334377757465683,0.0
TX000765,1696118740.0,0.1,MERCH020,CUST0006,0.0,Purchase,5.440255252000307,0.0
TX000766,1696118780.0,1125.1176770417771,MERCH010,CUST0012,1.0,Transfer,8.392905047762103,0.0
TX000767,1696118560.0,817.6426202738711,MERCH005,CUST0002,1.0,Transfer,12.524208891787644,0.0
TX000768,1696118540.0,493.5776171029448,MERCH020,CUST0003,0.0,Transfer,11.258043995397466,0.0
TX000769,1696118780.0,0.1,MERCH012,CUST0007,0.0,Purchase,15.335710282416263,0.0
TX000770,1696118600.0,680.0118182258041,MERCH018,CUST0011,0.0,Withdrawal,17.15805944618462,1.0
TX000771,1696118580.0,11.023481232248855,MERCH012,CUST0002,0.0,Transfer,7.685032160827248,0.0
TX000772,1696118700.0,320.17703916830266,MERCH019,CUST0006,1.0,Purchase,9.41592639454841,0.0
TX000773,1696118620.0,2357.727287344859,MERCH010,CUST0008,0.0,Purchase,2.3942828095184625,0.0
TX000774,1696118700.0,1881.1986940928346,MERCH015,CUST0004,0.0,Purchase,11.122939535938398,0.0
TX000775,1696118460.0,2007.6643382031975,MERCH011,CUST0018,0.0,Purchase,8.813248018970954,0.0
TX000776,1696118540.0,863.1111081290874,MERCH019,CUST0008,0.0,Withdrawal,8.34342668185569,0.0
TX000777,1696118520.0,296.8251696578953,MERCH010,CUST0001,1.0,Purchase,8.413974396898013,0.0
TX000778,1696118600.0,0.1,MERCH006,CUST0019,0.0,Purchase,1.4750152069569342,0.0
TX000779,1696118660.0,0.1,MERCH008,CUST0019,0.0,Purchase,6.886939199942465,0.0
TX000780,1696118420.0,1733.3716327367715,MERCH020,CUST0014,0.0,Transfer,8.617615642710122,0.0
TX000781,1696118700.0,0.1,MERCH005,CUST0012,0.0,Transfer,9.47447801567432,0.0
TX000782,1696118640.0,1483.431711276175,MERCH012,CUST0004,1.0,Transfer,12.573019935807988,0.0
TX000783,1696118480.0,1070.6094156107195,MERCH016,CUST0005,1.0,Purchase,15.51082492413466,0.0
TX000784,1696118480.0,769.6640541523406,MERCH001,CUST0002,1.0,Transfer,6.937433326969787,0.0
TX000785,1696118780.0,902.190441679518,MERCH002,CUST0020,0.0,Transfer,14.030998771302198,0.0
TX000786,1696118640.0,1093.3109000243476,MERCH012,CUST0001,1.0,Withdrawal,17.550382055212324,0.0
TX000787,1696118700.0,573.9632251056273,MERCH001,CUST0001,1.0,Purchase,12.386102666827629,0.0
TX000788,1696118400.0,973.1446971928319,MERCH007,CUST0018,0.0,Transfer,6.266847331917169,0.0
TX000789,1696118720.0,0.1,MERCH010,CUST0015,0.0,Transfer,12.787036590986116,1.0
TX000790,1696118460.0,0.1,MERCH017,CUST0004,1.0,Transfer,4.391836987622613,0.0
TX000791,1696118520.0,987.4148008967129,MERCH003,CUST0006,0.0,Transfer,7.652515108093489,1.0
TX000792,1696118760.0,611.8296083145856,MERCH018,CUST0012,1.0,Withdrawal,4.098654748143705,0.0
TX000793,1696118580.0,0.1,MERCH003,CUST0017,0.0,Withdrawal,7.803810958744911,0.0
TX000794,1696118780.0,1295.3033308341796,MERCH010,CUST0008,1.0,Withdrawal,20.222041677601204,0.0
TX000795,1696118420.0,1647.047001631197,MERCH004,CUST0014,0.0,Purchase,4.980551857563498,0.0
TX000796,1696118520.0,367.4738087982563,MERCH018,CUST0017,0.0,Withdrawal,18.015942911969326,0.0
TX000797,1696118720.0,734.3727628306106,MERCH017,CUST0002,0.0,Transfer,8.912434588765066,0.0
TX000798,1696118660.0,852.8169201780227,MERCH019,CUST0011,1.0,Transfer,23.267526661989834,0.0
TX000799,1696118740.0,1224.0483991407457,MERCH001,CUST0013,1.0,Withdrawal,3.5185433703618605,1.0
TX000800,1696118680.0,1462.9898516364428,MERCH013,CUST0018,0.0,Purchase,18.311081167345566,0.0
TX000801,1696118660.0,0.1,MERCH019,CUST0012,0.0,Withdrawal,7.851923607878819,0.0
TX000802,1696118700.0,1610.8741689392227,MERCH016,CUST0009,0.0,Transfer,2.040286779182768,0.0
TX000803,1696118460.0,113.79391954264639,MERCH003,CUST0011,1.0,Purchase,6.464163703108854,0.0
TX000804,1696118660.0,0.1,MERCH008,CUST0005,1.0,Withdrawal,9.675074076950898,0.0
TX000805,1696118520.0,855.4345961651993,MERCH016,CUST0004,1.0,Purchase,8.680317415708116,0.0
TX000806,1696118400.0,520.0838446547333,MERCH013,CUST0019,1.0,Purchase,4.0225472780893465,0.0
TX000807,1696118400.0,170.58490700266515,MERCH013,CUST0008,0.0,Purchase,3.746835021107689,0.0
TX000808,1696118700.0,1375.4235945530784,MERCH014,CUST0001,0.0,Purchase,4.908086384686275,1.0
TX000809,1696118560.0,1440.007290231842,MERCH001,CUST0001,1.0,Transfer,8.673363252375648,0.0
TX000810,1696118580.0,515.0568241169819,MERCH008,CUST0010,0.0,Transfer,9.67554205969301,0.0
TX000811,1696118580.0,313.50620214890495,MERCH009,CUST0009,1.0,Transfer,8.900109224755644,1.0
TX000812,1696118720.0,589.1182293859299,MERCH020,CUST0009,1.0,Purchase,6.335257529039721,0.0
TX000813,1696118680.0,0.1,MERCH008,CUST0001,0.0,Transfer,7.721958091697365,0.0
TX000814,1696118780.0,487.7134119961601,MERCH012,CUST0017,0.0,Withdrawal,6.366815400355268,0.0
TX000815,1696118620.0,739.7965634859627,MERCH014,CUST0007,0.0,Transfer,2.986840713667222,0.0
TX000816,1696118700.0,1577.6555924544596,MERCH018,CUST0001,0.0,Withdrawal,3.146660938651382,1.0
TX000817,1696118540.0,945.964783048235,MERCH010,CUST0001,1.0,Transfer,8.198246961876965,0.0
TX000818,1696118540.0,49.98989145122857,MERCH003,CUST0001,1.0,Purchase,12.410982541444572,1.0
TX000819,1696118740.0,0.1,MERCH009,CUST0013,0.0,Transfer,11.038707927721264,0.0
TX000820,1696118580.0,152.15809310398743,MERCH017,CUST0019,0.0,Withdrawal,6.476779251341318,0.0
TX000821,1696118780.0,0.1,MERCH004,CUST0018,1.0,Purchase,5.791232634417361,0.0
TX000822,1696118400.0,823.2443450861797,MERCH006,CUST0018,0.0,Withdrawal,19.67283509341815,0.0
TX000823,1696118660.0,303.89386282005074,MERCH018,CUST0003,1.0,Transfer,10.075418265501964,0.0
TX000824,1696118440.0,987.1832348353255,MERCH017,CUST0010,0.0,Transfer,17.654493209597945,0.0
TX000825,1696118480.0,672.7200545460389,MERCH018,CUST0013,0.0,Purchase,11.266901229839032,1.0
TX000826,1696118440.0,181.4131069123568,MERCH017,CUST0020,0.0,Withdrawal,6.6832963179645,0.0
TX000827,1696118760.0,989.9328607737758,MERCH006,CUST0009,0.0,Purchase,7.882214186202569,1.0
TX000828,1696118460.0,226.7807545515019,MERCH004,CUST0020,0.0,Withdrawal,11.553857926526296,0.0
TX000829,1696118720.0,1359.1885979764925,MERCH002,CUST0018,1.0,Withdrawal,10.56555779866161,0.0
TX000830,1696118700.0,550.3556508878767,MERCH016,CUST0019,0.0,Purchase,14.156170863408228,0.0
TX000831,1696118740.0,1001.2223311115979,MERCH018,CUST0020,0.0,Withdrawal,12.049113106647285,0.0
TX000832,1696118560.0,555.2318636973795,MERCH020,CUST0006,0.0,Withdrawal,8.936254847279207,0.0
TX000833,1696118500.0,556.4892353882047,MERCH003,CUST0002,1.0,Purchase,9.31494399437976,0.0
TX000834,1696118560.0,1271.909891451701,MERCH003,CUST0019,1.0,Withdrawal,7.8253762913628435,0.0
TX000835,1696118540.0,77.16903315988259,MERCH015,CUST0018,0.0,Transfer,11.681450317207572,0.0
TX000836,1696118580.0,306.6645416825153,MERCH013,CUST0020,0.0,Withdrawal,11.464580591449316,1.0
TX000837,1696118680.0,471.67101659835794,MERCH010,CUST0018,0.0,Purchase,3.1528779405462517,0.0
TX000838,1696118460.0,926.8695370356847,MERCH004,CUST0004,0.0,Withdrawal,13.075560473440904,0.0
TX000839,1696118440.0,547.4117227946518,MERCH005,CUST0002,1.0,Withdrawal,15.144249783109611,0.0
TX000840,1696118420.0,672.4455104653576,MERCH001,CUST0001,1.0,Withdrawal,12.605146042619797,0.0
TX000841,1696118480.0,920.3909525436052,MERCH004,CUST0001,1.0,Purchase,5.073410187431859,0.0
TX000842,1696118560.0,773.3645399546738,MERCH005,CUST0002,1.0,Purchase,8.855322130303806,0.0
TX000843,1696118700.0,761.3022476186385,MERCH005,CUST0011,0.0,Withdrawal,15.280977976248717,0.0
TX000844,1696118440.0,587.4821260884657,MERCH017,CUST0001,1.0,Withdrawal,13.850112788053956,1.0
TX000845,1696118580.0,1282.3532608216906,MERCH018,CUST0010,0.0,Purchase,15.81991710739204,0.0
TX000846,1696118660.0,0.1,MERCH010,CUST0009,0.0,Withdrawal,10.430686173677252,0.0
TX000847,1696118520.0,769.8967695731924,MERCH007,CUST0010,1.0,Purchase,16.932946222550086,0.0
TX000848,1696118480.0,424.15587289109436,MERCH020,CUST0014,1.0,Transfer,6.11196529190339,0.0
TX000849,1696118440.0,10.281888159986806,MERCH003,CUST0002,0.0,Purchase,5.148899246816601,0.0
TX000850,1696118580.0,483.00235718521446,MERCH018,CUST0012,0.0,Transfer,11.092247878513179,1.0
TX000851,1696118540.0,319.9768192481226,MERCH005,CUST0003,0.0,Purchase,6.400204114294578,1.0
TX000852,1696118500.0,743.2839034474603,MERCH011,CUST0006,1.0,Purchase,6.974200826577494,0.0
TX000853,1696118460.0,0.1,MERCH001,CUST0014,1.0,Purchase,19.5256321582896,0.0
TX000854,1696118620.0,1538.627431550919,MERCH020,CUST0002,0.0,Transfer,13.088062233804642,0.0
TX000855,1696118580.0,1374.2833882552634,MERCH009,CUST0002,1.0,Withdrawal,7.200988739337516,0.0
TX000856,1696118440.0,680.2591295948034,MERCH004,CUST0015,0.0,Purchase,7.146366609365019,0.0
TX000857,1696118700.0,612.9787025345413,MERCH007,CUST0013,0.0,Transfer,17.041831062144713,1.0
TX000858,1696118540.0,0.1,MERCH010,CUST0003,0.0,Withdrawal,13.115746096364136,0.0
TX000859,1696118480.0,1448.0833671475748,MERCH012,CUST0018,1.0,Transfer,13.043363957067093,0.0
TX000860,1696118580.0,672.8712275415585,MERCH006,CUST0011,0.0,Transfer,2.6270451321936807,0.0
TX000861,1696118760.0,1636.8765377335858,MERCH020,CUST0016,0.0,Withdrawal,7.1252466007880155,1.0
TX000862,1696118580.0,165.7420486967289,MERCH016,CUST0001,1.0,Withdrawal,6.489568853820529,0.0
TX000863,1696118780.0,919.8866061857112,MERCH003,CUST0015,1.0,Purchase,0.1,0.0
TX000864,1696118540.0,154.21610986842342,MERCH013,CUST0012,0.0,Withdrawal,1.6412643515237892,0.0
TX000865,1696118620.0,644.1557682029154,MERCH012,CUST0011,1.0,Purchase,9.589889550360208,0.0
TX000866,1696118440.0,1968.7487324996891,MERCH020,CUST0013,1.0,Withdrawal,3.530039140444134,0.0
TX000867,1696118760.0,481.43059937232033,MERCH014,CUST0012,0.0,Purchase,13.365626438744739,0.0
TX000868,1696118440.0,1622.9954091744198,MERCH003,CUST0015,0.0,Purchase,15.427237785720408,0.0
TX000869,1696118500.0,1224.2505436172678,MERCH013,CUST0017,1.0,Purchase,20.85718406317153,0.0
TX000870,1696118460.0,0.1,MERCH013,CUST0014,1.0,Transfer,8.039250648455765,0.0
TX000871,1696118480.0,605.4006425073094,MERCH007,CUST0002,0.0,Transfer,9.92594534936284,0.0
TX000872,1696118400.0,903.1004422485346,MERCH006,CUST0005,1.0,Withdrawal,4.199679039591061,0.0
TX000873,1696118480.0,693.603727227496,MERCH018,CUST0001,0.0,Withdrawal,12.407015581465705,0.0
TX000874,1696118600.0,351.3510282577176,MERCH001,CUST0020,0.0,Transfer,19.936135114838486,0.0
TX000875,1696118660.0,1058.7730648673755,MERCH002,CUST0014,1.0,Purchase,0.1,0.0
TX000876,1696118540.0,455.43051879310053,MERCH013,CUST0003,0.0,Transfer,16.296282959319747,0.0
TX000877,1696118740.0,1134.719487987254,MERCH006,CUST0002,0.0,Purchase,5.325515803870305,0.0
TX000878,1696118720.0,1657.747706219598,MERCH005,CUST0001,0.0,Transfer,13.317534898235426,0.0
TX000879,1696118760.0,1093.4214270489103,MERCH012,CUST0002,0.0,Purchase,15.25552809202048,0.0
TX000880,1696118680.0,628.02636660241,MERCH018,CUST0020,0.0,Withdrawal,10.575539564117975,0.0
TX000881,1696118660.0,0.1,MERCH015,CUST0004,0.0,Withdrawal,0.6676840324254165,0.0
TX000882,1696118740.0,0.1,MERCH003,CUST0010,1.0,Purchase,8.371241415314275,0.0
TX000883,1696118500.0,228.71513655763584,MERCH014,CUST0001,1.0,Purchase,10.289707114244514,0.0
TX000884,1696118500.0,1284.4667192723814,MERCH002,CUST0015,1.0,Transfer,6.974399552524542,0.0
TX000885,1696118520.0,1193.8807088596711,MERCH008,CUST0004,1.0,Transfer,2.512556415222611,0.0
TX000886,1696118560.0,1426.1944182626748,MERCH013,CUST0016,1.0,Transfer,14.128285720327407,0.0
TX000887,1696118620.0,482.0526226910701,MERCH007,CUST0015,1.0,Withdrawal,16.57595432392162,0.0
TX000888,1696118420.0,237.83255919298762,MERCH001,CUST0017,0.0,Purchase,6.484510748577067,0.0
TX000889,1696118760.0,656.1301897097833,MERCH004,CUST0009,1.0,Transfer,11.659101381409284,0.0
TX000890,1696118660.0,35.4958667334912,MERCH010,CUST0014,0.0,Transfer,9.09428423795315,0.0
TX000891,1696118560.0,0.1,MERCH019,CUST0009,0.0,Withdrawal,9.120057522286581,0.0
TX000892,1696118780.0,1221.5564968987667,MERCH015,CUST0006,1.0,Withdrawal,16.226420202375852,0.0
TX000893,1696118780.0,1553.396468989191,MERCH008,CUST0007,1.0,Purchase,13.246816927758658,0.0
TX000894,1696118660.0,838.64731608017,MERCH003,CUST0016,1.0,Purchase,5.9528000931586496,0.0
TX000895,1696118660.0,292.9368002046043,MERCH008,CUST0002,1.0,Purchase,8.03814730779543,0.0
TX000896,1696118660.0,1395.2696125573866,MERCH013,CUST0010,1.0,Withdrawal,3.7108181358054964,0.0
TX000897,1696118520.0,0.1,MERCH010,CUST0018,0.0,Withdrawal,15.704304680099078,0.0
TX000898,1696118680.0,346.47245698034726,MERCH006,CUST0015,1.0,Transfer,5.859328513247113,0.0
TX000899,1696118760.0,197.6437510124814,MERCH002,CUST0001,1.0,Withdrawal,15.937249065842304,0.0
TX000900,1696118400.0,1382.1593474817764,MERCH017,CUST0005,1.0,Withdrawal,13.510177811206367,0.0
TX000901,1696118720.0,1382.845612708793,MERCH001,CUST0011,1.0,Purchase,20.22988528162756,0.0
TX000902,1696118660.0,0.1,MERCH008,CUST0014,1.0,Transfer,2.4733278160274823,1.0
TX000903,1696118740.0,1699.375130204272,MERCH019,CUST0015,1.0,Purchase,29.140609899208822,0.0
TX000904,1696118760.0,1473.3624388312376,MERCH009,CUST0008,0.0,Transfer,0.1,0.0
TX000905,1696118700.0,916.9903533727664,MERCH001,CUST0009,1.0,Withdrawal,2.095643670688701,0.0
TX000906,1696118720.0,0.1,MERCH018,CUST0011,0.0,Purchase,9.742338188360383,0.0
TX000907,1696118660.0,532.953968880278,MERCH009,CUST0017,0.0,Purchase,6.442421089291841,0.0
TX000908,1696118640.0,569.0840047566086,MERCH009,CUST0010,0.0,Transfer,17.558048242830115,1.0
TX000909,1696118740.0,1284.6748535331562,MERCH005,CUST0008,1.0,Purchase,4.911698109868248,0.0
TX000910,1696118760.0,446.69660046315994,MERCH012,CUST0019,1.0,Transfer,6.216305726687693,0.0
TX000911,1696118640.0,0.1,MERCH003,CUST0001,0.0,Purchase,6.615378912103474,0.0
TX000912,1696118740.0,570.8179604923477,MERCH020,CUST0010,1.0,Purchase,10.07915713004477,0.0
TX000913,1696118400.0,185.507418052993,MERCH002,CUST0001,0.0,Transfer,13.074252921951292,0.0
TX000914,1696118400.0,735.2165501237317,MERCH003,CUST0018,0.0,Transfer,13.226177022712223,0.0
TX000915,1696118560.0,0.1,MERCH013,CUST0002,1.0,Purchase,12.383715869270652,0.0
TX000916,1696118740.0,1660.9103148280205,MERCH020,CUST0007,0.0,Withdrawal,4.8071972882210385,1.0
TX000917,1696118720.0,123.21488569009898,MERCH019,CUST0011,0.0,Purchase,13.410877828044132,0.0
TX000918,1696118580.0,149.54391322821357,MERCH020,CUST0011,0.0,Purchase,11.914844542414002,1.0
TX000919,1696118460.0,1189.3450950898844,MERCH017,CUST0010,1.0,Purchase,6.966342865386597,0.0
TX000920,1696118780.0,1032.7250470351466,MERCH003,CUST0001,0.0,Purchase,15.60124935252831,0.0
TX000921,1696118480.0,1108.6270225230514,MERCH019,CUST0002,1.0,Transfer,6.089426524695247,0.0
TX000922,1696118740.0,0.1,MERCH012,CUST0005,0.0,Purchase,3.0583558712139114,0.0
TX000923,1696118700.0,2378.8467794730045,MERCH003,CUST0017,1.0,Purchase,10.432438166157747,0.0
TX000924,1696118580.0,1626.6721488176784,MERCH009,CUST0013,0.0,Transfer,9.408837140127982,0.0
TX000925,1696118760.0,674.4287919158484,MERCH006,CUST0013,0.0,Withdrawal,21.015531709790174,0.0
TX000926,1696118740.0,0.1,MERCH003,CUST0004,0.0,Purchase,13.730579107940994,0.0
TX000927,1696118740.0,600.9468303170756,MERCH011,CUST0015,0.0,Transfer,2.729518372698382,0.0
TX000928,1696118680.0,612.135089353306,MERCH018,CUST0001,1.0,Withdrawal,5.6861403301777536,0.0
TX000929,1696118540.0,757.3344849819889,MERCH017,CUST0017,0.0,Purchase,12.679574545479898,0.0
TX000930,1696118520.0,434.4913652530885,MERCH009,CUST0005,1.0,Transfer,13.828780259072328,0.0
TX000931,1696118580.0,1048.4709704804645,MERCH004,CUST0013,1.0,Transfer,11.816478822020116,0.0
TX000932,1696118500.0,0.1,MERCH018,CUST0005,1.0,Transfer,6.198197984528054,0.0
TX000933,1696118500.0,0.1,MERCH017,CUST0009,1.0,Transfer,4.05129769308429,1.0
TX000934,1696118720.0,936.1767924064527,MERCH008,CUST0017,1.0,Transfer,12.237592547064798,0.0
TX000935,1696118420.0,459.2781333031102,MERCH007,CUST0003,0.0,Transfer,1.3366433590850235,0.0
TX000936,1696118400.0,836.1981338070854,MERCH010,CUST0001,1.0,Withdrawal,11.875116417171474,1.0
TX000937,1696118700.0,0.1,MERCH013,CUST0010,0.0,Withdrawal,5.995849696572567,0.0
TX000938,1696118780.0,819.1508504420017,MERCH008,CUST0019,0.0,Purchase,7.931790118476522,0.0
TX000939,1696118720.0,397.2525107549098,MERCH008,CUST0006,0.0,Purchase,6.43253844891368,0.0
TX000940,1696118660.0,929.9892092876121,MERCH015,CUST0002,0.0,Withdrawal,8.923385669764329,0.0
TX000941,1696118540.0,1009.0670601737991,MERCH014,CUST0019,0.0,Purchase,10.338181475177064,0.0
TX000942,1696118540.0,1001.6240562469607,MERCH014,CUST0008,1.0,Purchase,12.715429982918419,0.0
TX000943,1696118700.0,957.1253007173266,MERCH010,CUST0018,1.0,Transfer,1.5600498335477528,0.0
TX000944,1696118500.0,433.1737531467244,MERCH005,CUST0015,0.0,Withdrawal,8.13756869295618,0.0
TX000945,1696118640.0,0.1,MERCH019,CUST0012,0.0,Transfer,9.287265631965042,0.0
TX000946,1696118500.0,2171.331261740105,MERCH009,CUST0017,0.0,Purchase,13.709838156870173,0.0
TX000947,1696118460.0,1382.5002811363338,MERCH010,CUST0006,0.0,Withdrawal,1.0962587494683493,0.0
TX000948,1696118580.0,1079.956852968026,MERCH018,CUST0016,1.0,Transfer,15.827315382977368,1.0
TX000949,1696118600.0,1099.6485963971595,MERCH004,CUST0014,0.0,Withdrawal,8.75471045116242,0.0
TX000950,1696118580.0,1287.1464205795605,MERCH002,CUST0001,1.0,Transfer,11.129556484201839,0.0
TX000951,1696118780.0,479.00306753335764,MERCH012,CUST0005,0.0,Purchase,12.017711674519312,0.0
TX000952,1696118680.0,0.1,MERCH017,CUST0016,0.0,Withdrawal,9.303987651534467,0.0
TX000953,1696118680.0,1082.8689118506727,MERCH006,CUST0017,1.0,Withdrawal,6.098118085552221,0.0
TX000954,1696118700.0,763.4011725735511,MERCH015,CUST0001,0.0,Transfer,12.126408439185063,0.0
TX000955,1696118580.0,0.1,MERCH005,CUST0006,1.0,Transfer,17.057220168947914,0.0
TX000956,1696118700.0,779.4756734254686,MERCH008,CUST0015,1.0,Withdrawal,7.837594804024959,0.0
TX000957,1696118620.0,442.79231164665845,MERCH020,CUST0002,0.0,Purchase,2.2672570560485843,0.0
TX000958,1696118660.0,169.85072309853717,MERCH001,CUST0009,1.0,Transfer,3.987527710814952,0.0
TX000959,1696118500.0,0.1,MERCH013,CUST0008,0.0,Withdrawal,12.673880685994188,0.0
TX000960,1696118660.0,461.705236514644,MERCH016,CUST0005,0.0,Purchase,5.929325157991829,0.0
TX000961,1696118720.0,272.0419506500697,MERCH005,CUST0001,1.0,Withdrawal,13.488128640929757,0.0
TX000962,1696118440.0,597.5580414589451,MERCH013,CUST0001,1.0,Withdrawal,5.742100634806977,0.0
TX000963,1696118580.0,151.94870380893917,MERCH014,CUST0001,0.0,Withdrawal,14.832345297480106,0.0
TX000964,1696118640.0,0.1,MERCH001,CUST0007,1.0,Transfer,12.161022759583922,0.0
TX000965,1696118620.0,1651.7270342163238,MERCH005,CUST0003,1.0,Withdrawal,3.524655027069868,0.0
TX000966,1696118640.0,610.7176605845684,MERCH015,CUST0015,1.0,Transfer,6.570378448633455,0.0
TX000967,1696118560.0,225.65617820071964,MERCH005,CUST0008,0.0,Purchase,8.41737648157635,0.0
TX000968,1696118500.0,581.6173175611356,MERCH016,CUST0019,0.0,Purchase,12.916304183239498,0.0
TX000969,1696118400.0,216.16892703086455,MERCH011,CUST0007,1.0,Withdrawal,8.148011969347227,0.0
TX000970,1696118780.0,1454.6472230150705,MERCH018,CUST0015,0.0,Purchase,9.961027663288572,0.0
TX000971,1696118760.0,645.046114425654,MERCH016,CUST0013,1.0,Transfer,16.551875759679398,1.0
TX000972,1696118460.0,0.1,MERCH012,CUST0012,1.0,Transfer,9.422347050495507,0.0
TX000973,1696118740.0,1000.69661039283,MERCH007,CUST0007,0.0,Withdrawal,11.841758238909309,0.0
TX000974,1696118420.0,211.27320921756018,MERCH015,CUST0012,0.0,Withdrawal,10.900268908271316,0.0
TX000975,1696118680.0,1389.1417650153571,MERCH002,CUST0014,0.0,Transfer,11.532351608979901,0.0
TX000976,1696118660.0,1172.6235739851304,MERCH013,CUST0015,1.0,Purchase,5.387756592015505,0.0
TX000977,1696118760.0,554.4603762743527,MERCH013,CUST0008,0.0,Withdrawal,8.728831251132819,1.0
TX000978,1696118460.0,1037.424836831002,MERCH014,CUST0020,0.0,Withdrawal,5.640282180604096,0.0
TX000979,1696118620.0,1094.691065341724,MERCH017,CUST0005,0.0,Withdrawal,17.18232391248102,1.0
TX000980,1696118720.0,417.23938993947587,MERCH013,CUST0006,0.0,Purchase,14.187144185832462,1.0
TX000981,1696118500.0,0.1,MERCH009,CUST0018,0.0,Purchase,0.5856086746313292,0.0
TX000982,1696118780.0,1313.8553251938508,MERCH003,CUST0013,1.0,Withdrawal,18.492380115612306,0.0
TX000983,1696118680.0,198.2720924128663,MERCH003,CUST0015,1.0,Purchase,11.050105269379475,0.0
TX000984,1696118640.0,501.66970485216297,MERCH019,CUST0006,0.0,Withdrawal,5.921663897138194,1.0
TX000985,1696118540.0,525.8987186110157,MERCH018,CUST0010,0.0,Transfer,9.23936076858113,0.0
TX000986,1696118680.0,184.48369562199548,MERCH020,CUST0013,0.0,Withdrawal,4.689018240444868,0.0
TX000987,1696118600.0,1203.62704842742,MERCH001,CUST0014,0.0,Purchase,16.371591782320202,0.0
TX000988,1696118540.0,1693.6255581619885,MERCH014,CUST0007,0.0,Purchase,6.351579409412459,0.0
TX000989,1696118620.0,880.7307917919006,MERCH017,CUST0016,1.0,Purchase,10.710217074452945,0.0
TX000990,1696118780.0,0.1,MERCH014,CUST0004,0.0,Purchase,5.797688506640121,0.0
TX000991,1696118520.0,974.0886428542303,MERCH011,CUST0019,0.0,Withdrawal,3.445607501102643,0.0
TX000992,1696118760.0,1650.2392513136215,MERCH007,CUST0017,0.0,Purchase,6.895250171436948,0.0
TX000993,1696118760.0,902.5747479543215,MERCH011,CUST0016,0.0,Withdrawal,11.814442464150458,0.0
TX000994,1696118780.0,0.1,MERCH008,CUST0006,0.0,Purchase,12.791673079207479,0.0
TX000995,1696118600.0,445.81253561306323,MERCH015,CUST0012,1.0,Transfer,13.593307979677576,0.0
TX000996,1696118640.0,889.4297298094259,MERCH019,CUST0003,0.0,Transfer,14.7532006148615,0.0
TX000997,1696118780.0,484.34653220466055,MERCH004,CUST0018,0.0,Transfer,7.996325863694055,0.0
TX000998,1696118680.0,948.4505331878141,MERCH014,CUST0012,1.0,Transfer,7.740663308228253,0.0
TX000999,1696118680.0,511.71489319226475,MERCH019,CUST0005,0.0,Purchase,15.966708025448359,0.0
TX001000,1696118460.0,25.633422754827393,MERCH006,CUST0017,0.0,Purchase,8.097933934068203,0.0
TX001001,1696118580.0,0.1,MERCH008,CUST0005,0.0,Transfer,17.19935314024157,0.0
TX001002,1696118680.0,1414.8139401548474,MERCH011,CUST0007,1.0,Withdrawal,11.735397085792185,0.0
TX001003,1696118660.0,882.9898870929982,MERCH001,CUST0005,0.0,Purchase,2.765587797576326,0.0
TX001004,1696118720.0,792.0544254431082,MERCH002,CUST0011,0.0,Purchase,7.338819222928536,1.0
TX001005,1696118560.0,0.1,MERCH004,CUST0007,0.0,Withdrawal,16.26413825710874,0.0
TX001006,1696118400.0,1150.7906555817272,MERCH003,CUST0014,1.0,Transfer,1.0956813277171165,0.0
TX001007,1696118500.0,1476.8048847276007,MERCH015,CUST0018,0.0,Purchase,16.779835768566446,0.0
TX001008,1696118420.0,458.48374095997906,MERCH013,CUST0019,1.0,Withdrawal,8.248083904415035,0.0
TX001009,1696118780.0,0.1,MERCH009,CUST0017,0.0,Transfer,5.901418598752995,0.0
TX001010,1696118760.0,233.01081675660248,MERCH015,CUST0002,0.0,Transfer,9.987068697223377,0.0
TX001011,1696118760.0,390.5299903290353,MERCH006,CUST0007,0.0,Purchase,12.368363764944135,0.0
TX001012,1696118540.0,0.1,MERCH016,CUST0007,1.0,Transfer,0.1,0.0
TX001013,1696118680.0,1520.3761913395483,MERCH003,CUST0010,0.0,Withdrawal,11.103074089554966,0.0
TX001014,1696118400.0,166.81448295018447,MERCH018,CUST0017,0.0,Purchase,11.381092200242286,0.0
TX001015,1696118740.0,995.5263470760783,MERCH014,CUST0020,0.0,Withdrawal,6.010036359321729,0.0
TX001016,1696118580.0,1320.1892751323476,MERCH014,CUST0009,0.0,Transfer,7.30451386112097,1.0
TX001017,1696118500.0,739.9914792538007,MERCH020,CUST0006,1.0,Transfer,9.748943351861598,0.0
TX001018,1696118560.0,590.8263389122751,MERCH013,CUST0014,0.0,Transfer,13.581071922564789,0.0
TX001019,1696118520.0,1125.53948704801,MERCH019,CUST0020,1.0,Withdrawal,8.142785324370651,0.0
TX001020,1696118480.0,1242.539209276303,MERCH009,CUST0018,1.0,Purchase,4.77967658257493,0.0
TX001021,1696118460.0,2293.2209002485934,MERCH019,CUST0012,0.0,Transfer,5.016698415536117,1.0
TX001022,1696118780.0,0.1,MERCH003,CUST0007,1.0,Withdrawal,13.154945842450548,0.0
TX001023,1696118620.0,1680.9205035832115,MERCH003,CUST0020,0.0,Purchase,13.765225141411186,1.0
TX001024,1696118760.0,543.1259537082775,MERCH012,CUST0002,0.0,Transfer,7.925254341121566,1.0
TX001025,1696118580.0,1274.2319961592755,MERCH001,CUST0008,1.0,Withdrawal,9.940556582201452,0.0
